model,arm,metric,mean_none,mean_arm,mean_diff,ci_low,ci_high,p_wilcoxon,p_bh,significant_bh_0.05
ELM,smote,gmean,0.24021658638416862,0.4668038356856912,0.22658724930152258,0.1691258510466302,0.28404864755641496,1.9073486328125e-06,4.858340857163915e-06,True
ELM,smote,sensitivity,0.9513157894736841,0.6427631578947368,-0.30855263157894736,-0.33463903320361,-0.2824662299542847,1.9073486328125e-06,4.858340857163915e-06,True
ELM,smote,specificity,0.07499999999999997,0.3458333333333333,0.27083333333333337,0.2276901035761637,0.31397656309050304,1.9073486328125e-06,4.858340857163915e-06,True
ELM,smote,f1,0.8478536585242555,0.6938946408880322,-0.15395901763622316,-0.17130117459202732,-0.136616860680419,1.9073486328125e-06,4.858340857163915e-06,True
ELM,smote,mcc,0.05885476316505288,-0.009880246295781747,-0.06873500946083463,-0.1334383046389072,-0.004031714282762056,0.05316925048828125,0.08648010621587914,False
ELM,smote,accuracy,0.7410000000000001,0.5714999999999999,-0.16949999999999998,-0.1900115795294705,-0.14898842047052946,1.9073486328125e-06,4.858340857163915e-06,True
ELM,adasyn,roc_auc,0.5140899122807017,0.5137061403508772,-0.0003837719298245529,-0.017458718652223634,0.01669117479257453,0.956329345703125,1.0,False
ELM,adasyn,pr_auc,0.7804578973566831,0.7825484347047955,0.0020905373481124867,-0.0066627696896610425,0.010843844385886016,0.6742229461669922,0.8054875905534863,False
ELM,adasyn,balanced_accuracy,0.5131578947368421,0.4915570175438596,-0.021600877192982447,-0.04631640833791423,0.0031146539519493373,0.11189633370567016,0.17264005771731966,False
ELM,adasyn,gmean,0.24021658638416862,0.4652903951944817,0.22507380881031303,0.16217487798635544,0.2879727396342706,3.814697265625e-06,9.449250107511467e-06,True
ELM,adasyn,sensitivity,0.9513157894736841,0.6289473684210527,-0.3223684210526315,-0.3532235963772247,-0.29151324572803833,1.9073486328125e-06,4.858340857163915e-06,True
ELM,adasyn,specificity,0.07499999999999997,0.3541666666666667,0.27916666666666673,0.22851249799963141,0.32982083533370204,1.9073486328125e-06,4.858340857163915e-06,True
ELM,adasyn,f1,0.8478536585242555,0.6846097599439762,-0.16324389858027924,-0.18338724858347832,-0.14310054857708016,1.9073486328125e-06,4.858340857163915e-06,True
ELM,adasyn,mcc,0.05885476316505288,-0.015128169602819106,-0.073982932767872,-0.14282667370153015,-0.005139191834213852,0.058258056640625,0.09418967241298652,False
ELM,adasyn,accuracy,0.7410000000000001,0.5630000000000001,-0.178,-0.2003989089613447,-0.15560109103865527,1.9073486328125e-06,4.858340857163915e-06,True
ELM,threshold,roc_auc,0.5140899122807017,0.5140899122807017,0.0,0.0,0.0,1.0,1.0,False
ELM,threshold,pr_auc,0.7804578973566831,0.7804578973566831,0.0,0.0,0.0,1.0,1.0,False
ELM,threshold,balanced_accuracy,0.5131578947368421,0.519736842105263,0.006578947368421048,-0.01216714816443542,0.025325042901277517,0.5216732025146484,0.6551244868788608,False
ELM,threshold,gmean,0.24021658638416862,0.41045667623980153,0.1702400898556328,0.1009581777957474,0.2395220019155182,0.0001678466796875,0.0003596714564732143,True
ELM,threshold,sensitivity,0.9513157894736841,0.5769736842105264,-0.3743421052631579,-0.5254147958318282,-0.2232694146944877,1.33514404296875e-05,3.081101637620192e-05,True
ELM,threshold,specificity,0.07499999999999997,0.4625,0.38749999999999996,0.2415571554258377,0.5334428445741622,1.9073486328125e-05,4.3642722954184324e-05,True
ELM,threshold,f1,0.8478536585242555,0.605281547717919,-0.2425721108063365,-0.36425251762743516,-0.12089170398523783,1.33514404296875e-05,3.081101637620192e-05,True
ELM,threshold,mcc,0.05885476316505288,0.04997427658071116,-0.008880486584341743,-0.06589414354039023,0.04813317037170675,0.9272785186767578,1.0,False
ELM,threshold,accuracy,0.7410000000000001,0.5495,-0.19149999999999998,-0.27285030269783905,-0.11014969730216087,1.33514404296875e-05,3.081101637620192e-05,True
MEO,smote,roc_auc,0.5201754385964912,0.5142543859649122,-0.005921052631578952,-0.03235790069595197,0.02051579543279407,0.6742229461669922,0.8054875905534863,False
MEO,smote,pr_auc,0.7824836316353312,0.7848073979731413,0.0023237663378100513,-0.014876995849498358,0.019524528525118462,0.5958194732666016,0.7240419556883425,False
MEO,smote,balanced_accuracy,0.5127741228070176,0.4962171052631579,-0.016557017543859628,-0.04264740380847693,0.009533368720757676,0.36827659606933594,0.4922508957362411,False
MEO,smote,gmean,0.29683448868140794,0.4694506805561935,0.1726161918747855,0.12119469139199543,0.22403769235757556,9.5367431640625e-06,2.2587023283305923e-05,True
MEO,smote,sensitivity,0.9151315789473685,0.6361842105263158,-0.27894736842105267,-0.3068185412762239,-0.25107619556588145,1.9073486328125e-06,4.858340857163915e-06,True
MEO,smote,specificity,0.11041666666666664,0.35625,0.2458333333333334,0.20025380189288855,0.29141286477377826,1.9073486328125e-06,4.858340857163915e-06,True
MEO,smote,f1,0.8332909462963182,0.6910006059715001,-0.14229034032481788,-0.1613266954786773,-0.12325398517095845,1.9073486328125e-06,4.858340857163915e-06,True
MEO,smote,mcc,0.031794991540270774,-0.007494638862079609,-0.039289630402350374,-0.09359496932643259,0.015015708521731841,0.2773551940917969,0.3801314842882495,False
MEO,smote,accuracy,0.7220000000000001,0.5690000000000001,-0.153,-0.1763316478354085,-0.1296683521645915,1.9073486328125e-06,4.858340857163915e-06,True
MEO,adasyn,roc_auc,0.5201754385964912,0.5252192982456141,0.005043859649122806,-0.020346927176583814,0.030434646474829425,0.5958194732666016,0.7240419556883425,False
MEO,adasyn,pr_auc,0.7824836316353312,0.7891337396422313,0.006650108006900146,-0.006563243965084126,0.019863459978884418,0.36827659606933594,0.4922508957362411,False
MEO,adasyn,balanced_accuracy,0.5127741228070176,0.5081140350877192,-0.004660087719298234,-0.03038344519459818,0.021063269756001708,0.5705966949462891,0.706702328603202,False
MEO,adasyn,gmean,0.29683448868140794,0.48364600750340375,0.18681151882199593,0.13187267779689155,0.2417503598471003,3.814697265625e-06,9.449250107511467e-06,True
MEO,adasyn,sensitivity,0.9151315789473685,0.6453947368421054,-0.2697368421052632,-0.29816811740169274,-0.24130556680883367,1.9073486328125e-06,4.858340857163915e-06,True
MEO,adasyn,specificity,0.11041666666666664,0.37083333333333335,0.2604166666666667,0.213123875596968,0.3077094577363654,1.9073486328125e-06,4.858340857163915e-06,True
MEO,adasyn,f1,0.8332909462963182,0.6986583848705521,-0.13463256142576588,-0.15427597022089803,-0.11498915263063372,1.9073486328125e-06,4.858340857163915e-06,True
MEO,adasyn,mcc,0.031794991540270774,0.014472176861502267,-0.01732281467876849,-0.07371498404679194,0.039069354689254966,0.5458755493164062,0.6791999922370031,False
MEO,adasyn,accuracy,0.7220000000000001,0.5795,-0.14249999999999996,-0.16537129419447846,-0.11962870580552147,1.9073486328125e-06,4.858340857163915e-06,True
MEO,threshold,roc_auc,0.5201754385964912,0.5201754385964912,0.0,0.0,0.0,1.0,1.0,False
MEO,threshold,pr_auc,0.7824836316353312,0.7824836316353312,0.0,0.0,0.0,1.0,1.0,False
MEO,threshold,balanced_accuracy,0.5127741228070176,0.5041118421052632,-0.008662280701754363,-0.026927455120728014,0.00960289371721929,0.4523754119873047,0.5707540244699638,False
MEO,threshold,gmean,0.29683448868140794,0.4078619526685082,0.11102746398710031,0.052659383932544906,0.16939554404165572,0.0014324188232421875,0.0025956582703046353,True
MEO,threshold,sensitivity,0.9151315789473685,0.5519736842105263,-0.3631578947368422,-0.49959583705430277,-0.2267199524193816,2.6702880859375e-05,5.9584940760588846e-05,True
MEO,threshold,specificity,0.11041666666666664,0.4562500000000001,0.3458333333333333,0.22183714617401357,0.4698295204926531,0.0001534318915079138,0.00033408557021884455,True
MEO,threshold,f1,0.8332909462963182,0.5955922649377628,-0.23769868135855524,-0.34399119998089256,-0.1314061627362179,2.6702880859375e-05,5.9584940760588846e-05,True
MEO,threshold,mcc,0.031794991540270774,0.008221643110996142,-0.02357334842927463,-0.0723888228337463,0.02524212597519704,0.40909767150878906,0.5361959772202575,False
MEO,threshold,accuracy,0.7220000000000001,0.529,-0.193,-0.2683748712729085,-0.11762512872709151,3.62396240234375e-05,8.020244660924693e-05,True
HIWOA,smote,roc_auc,0.5216282894736841,0.5328673245614035,0.011239035087719298,-0.01697698420755188,0.039455054382990476,0.4304332733154297,0.5534142085484096,False
HIWOA,smote,pr_auc,0.7850930204585477,0.7935591255829688,0.008466105124421076,-0.008058461053559632,0.024990671302401783,0.2773551940917969,0.3801314842882495,False
HIWOA,smote,balanced_accuracy,0.5139802631578946,0.5166118421052632,0.002631578947368443,-0.029467705854440876,0.03473086374917776,0.7561664581298828,0.880021309030467,False
HIWOA,smote,gmean,0.2741366326014821,0.494932579251247,0.22079594664976493,0.15550879596518336,0.2860830973343465,3.814697265625e-06,9.449250107511467e-06,True
HIWOA,smote,sensitivity,0.9342105263157896,0.6394736842105264,-0.2947368421052632,-0.33441507113711955,-0.2550586130734068,1.9073486328125e-06,4.858340857163915e-06,True
HIWOA,smote,specificity,0.09374999999999997,0.39375000000000004,0.3,0.23977867922770535,0.36022132077229463,1.9073486328125e-06,4.858340857163915e-06,True
HIWOA,smote,f1,0.8413121986967489,0.6968227424464694,-0.14448945625027945,-0.17036116758090122,-0.11861774491965768,1.9073486328125e-06,4.858340857163915e-06,True
HIWOA,smote,mcc,0.04799143907239883,0.02990345164625957,-0.018087987426139256,-0.08905082772191325,0.05287485286963473,0.5958194732666016,0.7240419556883425,False
HIWOA,smote,accuracy,0.7325,0.5805,-0.15199999999999997,-0.182353596657222,-0.12164640334277793,1.9073486328125e-06,4.858340857163915e-06,True
HIWOA,adasyn,roc_auc,0.5216282894736841,0.48555372807017533,-0.036074561403508794,-0.07336060269584645,0.0012114798888288592,0.08969497680664062,0.140800254289494,False
HIWOA,adasyn,pr_auc,0.7850930204585477,0.7660375348808854,-0.019055485577662297,-0.03988774193264885,0.001776770777324254,0.10539817810058594,0.16354889705263334,False
HIWOA,adasyn,balanced_accuracy,0.5139802631578946,0.49375,-0.020230263157894713,-0.05207249536732432,0.011611969051534898,0.24548721313476562,0.3488502502441406,False
HIWOA,adasyn,gmean,0.2741366326014821,0.460904632211063,0.18676799960958085,0.1243589320751653,0.2491770671439964,9.5367431640625e-06,2.2587023283305923e-05,True
HIWOA,adasyn,sensitivity,0.9342105263157896,0.6500000000000001,-0.2842105263157894,-0.3118515926713278,-0.25656945996025105,1.9073486328125e-06,4.858340857163915e-06,True
HIWOA,adasyn,specificity,0.09374999999999997,0.3375,0.24375000000000005,0.18922351431920947,0.2982764856807906,0.00018402389748100703,0.0003881754087489992,True
HIWOA,adasyn,f1,0.8413121986967489,0.6985899762502735,-0.14272222244647517,-0.16252447860930366,-0.12291996628364668,1.9073486328125e-06,4.858340857163915e-06,True
HIWOA,adasyn,mcc,0.04799143907239883,-0.012223517602875902,-0.060214956675274725,-0.13631169750574357,0.015881784155194117,0.1230926513671875,0.18260997730297046,False
HIWOA,adasyn,accuracy,0.7325,0.575,-0.15749999999999997,-0.1833970691976906,-0.13160293080230934,1.9073486328125e-06,4.858340857163915e-06,True
HIWOA,threshold,roc_auc,0.5216282894736841,0.5216282894736841,0.0,0.0,0.0,1.0,1.0,False
HIWOA,threshold,pr_auc,0.7850930204585477,0.7850930204585477,0.0,0.0,0.0,1.0,1.0,False
HIWOA,threshold,balanced_accuracy,0.5139802631578946,0.5077302631578947,-0.006249999999999978,-0.021372799250764886,0.008872799250764929,0.2859220695061908,0.3898937311448057,False
HIWOA,threshold,gmean,0.2741366326014821,0.3144406154764961,0.040303982875014,-0.049744406012595076,0.13035237176262307,0.27620328978060316,0.3801314842882495,False
HIWOA,threshold,sensitivity,0.9342105263157896,0.5592105263157895,-0.375,-0.5501197430274404,-0.19988025697255965,0.0012663844164278583,0.0023260121934389234,True
HIWOA,threshold,specificity,0.09374999999999997,0.45625,0.3625,0.18922106896512816,0.5357789310348718,0.0016267076362183332,0.002928073745193,True
HIWOA,threshold,f1,0.8413121986967489,0.5644767672204222,-0.2768354314763267,-0.4218744142752532,-0.13179644867740029,0.0010088325774685678,0.0018915610827535648,True
HIWOA,threshold,mcc,0.04799143907239883,0.029253327025200206,-0.018738112047198625,-0.06253608930690686,0.025059865212509618,0.4204264735837405,0.5483823568483572,False
HIWOA,threshold,accuracy,0.7325,0.5344999999999999,-0.198,-0.2904079757338115,-0.1055920242661885,0.0011638983731843858,0.002152414799724549,True
HGS,smote,roc_auc,0.5174890350877193,0.5306743421052631,0.013185307017543852,-0.018975113323355806,0.04534572735844351,0.2773551940917969,0.3801314842882495,False
HGS,smote,pr_auc,0.7716926520001027,0.7971033184241145,0.02541066642401188,0.007852218017438024,0.042969114830585735,0.0072956085205078125,0.012546587901510252,True
HGS,smote,balanced_accuracy,0.5026315789473684,0.5205592105263157,0.017927631578947386,-0.012743843714784236,0.04859910687267901,0.2773551940917969,0.3801314842882495,False
HGS,smote,gmean,0.22353967196627686,0.49901345948195236,0.2754737875156754,0.2063085577159232,0.3446390173154276,1.9073486328125e-06,4.858340857163915e-06,True
HGS,smote,sensitivity,0.9302631578947367,0.6348684210526315,-0.2953947368421052,-0.3313841236676598,-0.25940535001655063,1.9073486328125e-06,4.858340857163915e-06,True
HGS,smote,specificity,0.07499999999999997,0.40625,0.33125,0.27073857415220975,0.3917614258477902,1.9073486328125e-06,4.858340857163915e-06,True
HGS,smote,f1,0.8369512929982674,0.6954398664016487,-0.1415114265966188,-0.1647677230979583,-0.1182551300952793,1.9073486328125e-06,4.858340857163915e-06,True
HGS,smote,mcc,0.002940307175816638,0.035589256959200226,0.0326489497833836,-0.027283872004968644,0.09258177157173583,0.20244979858398438,0.2907523703067861,False
HGS,smote,accuracy,0.7250000000000001,0.58,-0.145,-0.1722262549958154,-0.11777374500418458,1.9073486328125e-06,4.858340857163915e-06,True
HGS,adasyn,roc_auc,0.5174890350877193,0.518969298245614,0.0014802631578947289,-0.03478807596902839,0.03774860228481784,0.8694877624511719,0.9905556787418414,False
HGS,adasyn,pr_auc,0.7716926520001027,0.7804716947975764,0.008779042797473657,-0.009482735470498684,0.027040821065446,0.38837623596191406,0.5165595256636295,False
HGS,adasyn,balanced_accuracy,0.5026315789473684,0.5037280701754386,0.0010964912280702094,-0.024763432561498062,0.026956415017638482,0.956329345703125,1.0,False
HGS,adasyn,gmean,0.22353967196627686,0.4774820967686145,0.2539424248023376,0.18507884351913959,0.32280600608553556,1.9073486328125e-06,4.858340857163915e-06,True
HGS,adasyn,sensitivity,0.9302631578947367,0.6532894736842106,-0.2769736842105263,-0.30476417742144774,-0.2491831909996049,1.9073486328125e-06,4.858340857163915e-06,True
HGS,adasyn,specificity,0.07499999999999997,0.35416666666666663,0.2791666666666667,0.23667786835742857,0.3216554649759048,1.9073486328125e-06,4.858340857163915e-06,True
HGS,adasyn,f1,0.8369512929982674,0.7029648078443522,-0.13398648515391526,-0.1527358190404853,-0.11523715126734521,1.9073486328125e-06,4.858340857163915e-06,True
HGS,adasyn,mcc,0.002940307175816638,0.006615955766034937,0.003675648590218304,-0.05437992199721941,0.06173121917765601,0.8694877624511719,0.9905556787418414,False
HGS,adasyn,accuracy,0.7250000000000001,0.5815000000000001,-0.14350000000000002,-0.16732909688063785,-0.11967090311936218,1.9073486328125e-06,4.858340857163915e-06,True
HGS,threshold,roc_auc,0.5174890350877193,0.5174890350877193,0.0,0.0,0.0,1.0,1.0,False
HGS,threshold,pr_auc,0.7716926520001027,0.7716926520001027,0.0,0.0,0.0,1.0,1.0,False
HGS,threshold,balanced_accuracy,0.5026315789473684,0.5061951754385966,0.003563596491228094,-0.020557506405778993,0.027684699388235184,0.7561664581298828,0.880021309030467,False
HGS,threshold,gmean,0.22353967196627686,0.40338422020829084,0.179844548242014,0.08022526424337834,0.2794638322406497,0.00365447998046875,0.006407205160562094,True
HGS,threshold,sensitivity,0.9302631578947367,0.4894736842105264,-0.44078947368421045,-0.5782054887368057,-0.30337345863161524,9.5367431640625e-06,2.2587023283305923e-05,True
HGS,threshold,specificity,0.07499999999999997,0.5229166666666666,0.44791666666666663,0.3083136140384216,0.5875197192949116,0.0001813591537103979,0.0003855667047386412,True
HGS,threshold,f1,0.8369512929982674,0.5470541822448977,-0.2898971107533699,-0.40218518086277033,-0.1776090406439694,5.7220458984375e-06,1.4045021750710227e-05,True
HGS,threshold,mcc,0.002940307175816638,0.007329868952461227,0.004389561776644587,-0.05163896925671232,0.060418092810001496,0.5958194732666016,0.7240419556883425,False
HGS,threshold,accuracy,0.7250000000000001,0.49750000000000016,-0.22749999999999998,-0.30135728121588723,-0.15364271878411273,9.5367431640625e-06,2.2587023283305923e-05,True
HHO,smote,roc_auc,0.5270559210526315,0.5325657894736844,0.0055098684210526435,-0.020048344619143406,0.031068081461248696,0.7285060882568359,0.8627045781988847,False
HHO,smote,pr_auc,0.7763774136330027,0.7914155048395791,0.01503809120657637,-0.0046073776022128796,0.03468356001536562,0.11398696899414062,0.17290158218212343,False
HHO,smote,balanced_accuracy,0.5137061403508772,0.5183662280701753,0.004660087719298223,-0.013295106375867557,0.022615281814464,0.7285060882568359,0.8627045781988847,False
HHO,smote,gmean,0.25159885514442304,0.5019676299115755,0.25036877476715236,0.1933826383000934,0.3073549112342113,1.9073486328125e-06,4.858340857163915e-06,True
HHO,smote,sensitivity,0.9440789473684209,0.6263157894736843,-0.31776315789473686,-0.3472810829159141,-0.28824523287355963,1.9073486328125e-06,4.858340857163915e-06,True
HHO,smote,specificity,0.08333333333333329,0.4104166666666667,0.32708333333333345,0.28133943233154096,0.37282723433512593,1.9073486328125e-06,4.858340857163915e-06,True
HHO,smote,f1,0.8451927207697206,0.6895728537476546,-0.15561986702206596,-0.174460173853221,-0.13677956019091092,1.9073486328125e-06,4.858340857163915e-06,True
HHO,smote,mcc,0.04765581974510079,0.032234317757221506,-0.015421501987879272,-0.058647159684606376,0.027804155708847835,0.4304332733154297,0.5534142085484096,False
HHO,smote,accuracy,0.7374999999999999,0.5745000000000001,-0.16300000000000003,-0.1808440839748227,-0.14515591602517736,1.9073486328125e-06,4.858340857163915e-06,True
HHO,adasyn,roc_auc,0.5270559210526315,0.5055646929824561,-0.021491228070175426,-0.04689661305067602,0.003914156910325168,0.15364646911621094,0.22303519710417716,False
HHO,adasyn,pr_auc,0.7763774136330027,0.7774954860882995,0.0011180724552968201,-0.013827505812930274,0.016063650723523913,0.9272785186767578,1.0,False
HHO,adasyn,balanced_accuracy,0.5137061403508772,0.49303728070175434,-0.020668859649122826,-0.044591130244556854,0.0032534109463112013,0.11398696899414062,0.17290158218212343,False
HHO,adasyn,gmean,0.25159885514442304,0.46436244879456473,0.2127635936501417,0.14504727280421606,0.28047991449606735,1.9073486328125e-06,4.858340857163915e-06,True
HHO,adasyn,sensitivity,0.9440789473684209,0.6381578947368421,-0.3059210526315789,-0.32806808764377154,-0.2837740176193863,1.9073486328125e-06,4.858340857163915e-06,True
HHO,adasyn,specificity,0.08333333333333329,0.34791666666666665,0.2645833333333334,0.2115453986038994,0.31762126806276736,1.9073486328125e-06,4.858340857163915e-06,True
HHO,adasyn,f1,0.8451927207697206,0.6912915973058816,-0.15390112346383905,-0.1676438692812714,-0.1401583776464067,1.9073486328125e-06,4.858340857163915e-06,True
HHO,adasyn,mcc,0.04765581974510079,-0.013617634685659848,-0.06127345443076064,-0.12500690202456263,0.002459993163041352,0.09730720520019531,0.15186673643961118,False
HHO,adasyn,accuracy,0.7374999999999999,0.5685,-0.16899999999999998,-0.1851340868360688,-0.15286591316393117,1.9073486328125e-06,4.858340857163915e-06,True
HHO,threshold,roc_auc,0.5270559210526315,0.5270559210526315,0.0,0.0,0.0,1.0,1.0,False
HHO,threshold,pr_auc,0.7763774136330027,0.7763774136330027,0.0,0.0,0.0,1.0,1.0,False
HHO,threshold,balanced_accuracy,0.5137061403508772,0.5080592105263158,-0.005646929824561425,-0.023251637731142027,0.011957778082019178,0.5458755493164062,0.6791999922370031,False
HHO,threshold,gmean,0.25159885514442304,0.4020728193242613,0.15047396417983824,0.06463016820247806,0.2363177601571984,0.00365447998046875,0.006407205160562094,True
HHO,threshold,sensitivity,0.9440789473684209,0.6598684210526315,-0.28421052631578947,-0.4102617846841847,-0.15815926794739418,0.0004545206025297538,0.0008892794397321271,True
HHO,threshold,specificity,0.08333333333333329,0.35625,0.2729166666666667,0.15279433526830513,0.3930389980650283,0.0002613067626953125,0.0005427140455979567,True
HHO,threshold,f1,0.8451927207697206,0.6760634831007062,-0.1691292376690145,-0.25635455327483275,-0.08190392206319623,2.6702880859375e-05,5.9584940760588846e-05,True
HHO,threshold,mcc,0.04765581974510079,0.026145006123645224,-0.02151081362145557,-0.07111605703343138,0.02809442979052023,0.4304332733154297,0.5534142085484096,False
HHO,threshold,accuracy,0.7374999999999999,0.5870000000000001,-0.1505,-0.21909035619055744,-0.08190964380944256,0.0003002223490125596,0.0006049256286073961,True
